employee,day,login_hour,files_accessed,emails_sent,usb_used,after_hours,is_malicious
Ashley Flores,84,2,354,18,1,1,1
Ashley Flores,85,4,590,15,1,1,1
Ashley Flores,86,2,472,15,1,1,1
Ashley Flores,87,0,590,16,1,1,1
Ashley Flores,88,4,413,15,1,1,1
Ashley Flores,89,2,531,10,1,1,1
Andrew Kennedy,0,7,33,20,0,0,0
Andrew Kennedy,1,8,31,17,0,0,0
Andrew Kennedy,2,9,27,18,0,0,0
Andrew Kennedy,3,7,24,5,0,0,0
Andrew Kennedy,4,9,22,11,0,0,0
Andrew Kennedy,5,7,25,15,0,0,0
Andrew Kennedy,6,7,30,14,0,0,0
Andrew Kennedy,7,8,42,5,0,0,0
Andrew Kennedy,8,8,25,14,0,0,0
Andrew Kennedy,9,9,22,8,0,0,0
Andrew Kennedy,10,7,37,18,0,0,0
Andrew Kennedy,11,9,40,6,0,0,0
Andrew Kennedy,12,7,36,6,0,0,0
Andrew Kennedy,13,7,26,20,0,0,0
Andrew Kennedy,14,8,30,16,0,0,0
Andrew Kennedy,15,8,22,17,0,0,0
Andrew Kennedy,16,7,30,9,0,0,0
Andrew Kennedy,17,7,39,14,0,0,0
Andrew Kennedy,18,7,26,12,0,0,0
Andrew Kennedy,19,7,39,17,0,0,0
Andrew Kennedy,20,7,39,9,0,0,0
Andrew Kennedy,21,7,26,9,0,0,0
Andrew Kennedy,22,8,24,7,0,0,0
Andrew Kennedy,23,8,37,14,0,0,0
Andrew Kennedy,24,9,40,13,0,0,0
Andrew Kennedy,25,9,36,13,0,0,0
Andrew Kennedy,26,7,22,9,0,0,0
Andrew Kennedy,27,7,30,9,0,0,0
Andrew Kennedy,28,7,37,13,0,0,0
Andrew Kennedy,29,7,35,14,0,0,0
Andrew Kennedy,30,7,26,10,0,0,0
Andrew Kennedy,31,8,33,12,0,0,0
Andrew Kennedy,32,8,24,20,0,0,0
Andrew Kennedy,33,7,32,10,0,0,0
Andrew Kennedy,34,8,37,18,0,0,0
Andrew Kennedy,35,7,29,11,0,0,0
Andrew Kennedy,36,8,26,15,0,0,0
Andrew Kennedy,37,8,29,14,0,0,0
Andrew Kennedy,38,9,42,20,0,0,0
Andrew Kennedy,39,7,42,9,0,0,0
Andrew Kennedy,40,8,23,17,0,0,0
Andrew Kennedy,41,9,35,14,0,0,0
Andrew Kennedy,42,8,32,11,0,0,0
Andrew Kennedy,43,7,28,10,0,0,0
Andrew Kennedy,44,8,24,13,0,0,0
Andrew Kennedy,45,7,38,16,0,0,0
Andrew Kennedy,46,8,38,6,0,0,0
Andrew Kennedy,47,7,25,15,0,0,0
Andrew Kennedy,48,7,33,19,0,0,0
Andrew Kennedy,49,7,31,20,0,0,0
Andrew Kennedy,50,9,35,5,0,0,0
Andrew Kennedy,51,7,33,14,0,0,0
Andrew Kennedy,52,8,39,8,0,0,0
Andrew Kennedy,53,7,41,6,0,0,0
Andrew Kennedy,54,7,32,20,0,0,0
Andrew Kennedy,55,9,26,15,0,0,0
Andrew Kennedy,56,8,37,17,0,0,0
Andrew Kennedy,57,8,28,5,0,0,0
Andrew Kennedy,58,8,25,11,0,0,0
Andrew Kennedy,59,7,28,12,0,0,0
Andrew Kennedy,60,9,37,19,0,0,0
Andrew Kennedy,61,9,22,8,0,0,0
Andrew Kennedy,62,7,28,12,0,0,0
Andrew Kennedy,63,7,28,15,0,0,0
Andrew Kennedy,64,9,30,16,0,0,0
Andrew Kennedy,65,7,38,6,0,0,0
Andrew Kennedy,66,7,42,18,0,0,0
Andrew Kennedy,67,9,37,19,0,0,0
Andrew Kennedy,68,9,34,12,0,0,0
Andrew Kennedy,69,9,34,19,0,0,0
Andrew Kennedy,70,8,32,15,0,0,0
Andrew Kennedy,71,7,36,10,0,0,0
Andrew Kennedy,72,8,37,6,0,0,0
Andrew Kennedy,73,9,35,5,0,0,0
Andrew Kennedy,74,7,38,10,0,0,0
Andrew Kennedy,75,7,25,10,0,0,0
Andrew Kennedy,76,8,29,20,0,0,0
Andrew Kennedy,77,7,26,20,0,0,0
Andrew Kennedy,78,7,42,20,0,0,0
Andrew Kennedy,79,7,39,5,0,0,0
Andrew Kennedy,80,8,30,6,0,0,0
Andrew Kennedy,81,8,34,8,0,0,0
Andrew Kennedy,82,8,30,17,0,0,0
Andrew Kennedy,83,8,31,5,0,0,0
Andrew Kennedy,84,9,35,14,0,0,0
Andrew Kennedy,85,8,30,19,0,0,0
Andrew Kennedy,86,8,36,12,0,0,0
Andrew Kennedy,87,7,24,7,0,0,0
Andrew Kennedy,88,8,27,16,0,0,0
Andrew Kennedy,89,7,34,10,0,0,0
Angela Snow,0,8,16,11,0,0,0
Angela Snow,1,9,29,18,0,0,0
Angela Snow,2,8,13,12,0,0,0
Angela Snow,3,10,23,15,0,0,0
Angela Snow,4,8,14,14,0,0,0
Angela Snow,5,8,27,13,0,0,0
Angela Snow,6,9,28,11,0,0,0
Angela Snow,7,8,15,19,0,0,0
Angela Snow,8,10,25,18,0,0,0
Angela Snow,9,10,21,17,0,0,0
Angela Snow,10,10,25,13,0,0,0
Angela Snow,11,9,11,9,0,0,0
Angela Snow,12,8,23,5,0,0,0
Angela Snow,13,8,27,8,0,0,0
Angela Snow,14,9,12,7,0,0,0
Angela Snow,15,8,13,18,0,0,0
Angela Snow,16,9,12,10,0,0,0
Angela Snow,17,10,30,17,0,0,0
Angela Snow,18,10,22,9,0,0,0
Angela Snow,19,10,28,19,0,0,0
Angela Snow,20,9,21,16,0,0,0
Angela Snow,21,9,26,8,0,0,0
Angela Snow,22,8,30,13,0,0,0
Angela Snow,23,10,17,5,0,0,0
Angela Snow,24,9,17,10,0,0,0
Angela Snow,25,9,31,15,0,0,0
Angela Snow,26,9,15,18,0,0,0
Angela Snow,27,8,26,13,0,0,0
Angela Snow,28,8,25,17,0,0,0
Angela Snow,29,9,13,6,0,0,0
Angela Snow,30,8,23,20,0,0,0
Angela Snow,31,10,20,14,0,0,0
Angela Snow,32,9,22,20,0,0,0
Angela Snow,33,9,23,18,0,0,0
Angela Snow,34,10,28,12,0,0,0
Angela Snow,35,9,25,18,0,0,0
Angela Snow,36,10,29,10,0,0,0
Angela Snow,37,9,22,12,0,0,0
Angela Snow,38,9,31,18,0,0,0
Angela Snow,39,9,22,13,0,0,0
Angela Snow,40,9,16,12,0,0,0
Angela Snow,41,9,28,9,0,0,0
Angela Snow,42,8,24,12,0,0,0
Angela Snow,43,9,27,17,0,0,0
Angela Snow,44,9,13,17,0,0,0
Angela Snow,45,9,26,19,0,0,0
Angela Snow,46,10,28,13,0,0,0
Angela Snow,47,8,18,8,0,0,0
Angela Snow,48,9,28,18,0,0,0
Angela Snow,49,8,19,5,0,0,0
Angela Snow,50,10,30,11,0,0,0
Angela Snow,51,10,30,8,0,0,0
Angela Snow,52,10,26,7,0,0,0
Angela Snow,53,9,19,8,0,0,0
Angela Snow,54,8,29,8,0,0,0
Angela Snow,55,10,17,15,0,0,0
Angela Snow,56,10,15,7,0,0,0
Angela Snow,57,8,31,8,0,0,0
Angela Snow,58,9,22,15,0,0,0
Angela Snow,59,10,25,6,0,0,0
Angela Snow,60,9,21,15,0,0,0
Angela Snow,61,8,11,8,0,0,0
Angela Snow,62,9,25,5,0,0,0
Angela Snow,63,9,27,20,0,0,0
Angela Snow,64,9,22,16,0,0,0
Angela Snow,65,10,29,15,0,0,0
Angela Snow,66,10,11,5,0,0,0
Angela Snow,67,8,13,11,0,0,0
Angela Snow,68,9,28,16,0,0,0
Angela Snow,69,9,26,6,0,0,0
Angela Snow,70,9,14,15,0,0,0
Angela Snow,71,9,24,7,0,0,0
Angela Snow,72,9,16,20,0,0,0
Angela Snow,73,9,13,8,0,0,0
Angela Snow,74,10,15,15,0,0,0
Angela Snow,75,10,18,18,0,0,0
Angela Snow,76,9,13,10,0,0,0
Angela Snow,77,10,16,13,0,0,0
Angela Snow,78,9,20,15,0,0,0
Angela Snow,79,9,30,17,0,0,0
Angela Snow,80,9,12,16,0,0,0
Angela Snow,81,10,11,9,0,0,0
Angela Snow,82,10,16,6,0,0,0
Angela Snow,83,8,20,13,0,0,0
Angela Snow,84,9,19,20,0,0,0
Angela Snow,85,10,14,14,0,0,0
Angela Snow,86,8,13,20,0,0,0
Angela Snow,87,10,29,19,0,0,0
Angela Snow,88,9,11,15,0,0,0
Angela Snow,89,8,26,15,0,0,0
Meghan Garcia,0,8,36,20,0,0,0
Meghan Garcia,1,9,35,9,0,0,0
Meghan Garcia,2,9,31,19,0,0,0
Meghan Garcia,3,8,36,9,0,0,0
Meghan Garcia,4,8,34,13,0,0,0
Meghan Garcia,5,9,26,5,0,0,0
Meghan Garcia,6,8,26,13,0,0,0
Meghan Garcia,7,9,36,19,0,0,0
Meghan Garcia,8,7,30,17,0,0,0
Meghan Garcia,9,7,33,17,0,0,0
Meghan Garcia,10,8,35,9,0,0,0
Meghan Garcia,11,9,42,13,0,0,0
Meghan Garcia,12,8,39,7,0,0,0
Meghan Garcia,13,9,25,20,0,0,0
Meghan Garcia,14,7,42,18,0,0,0
Meghan Garcia,15,8,34,8,0,0,0
Meghan Garcia,16,7,41,15,0,0,0
Meghan Garcia,17,9,40,11,0,0,0
Meghan Garcia,18,9,34,7,0,0,0
Meghan Garcia,19,9,35,8,0,0,0
Meghan Garcia,20,7,43,5,0,0,0
Meghan Garcia,21,9,37,13,0,0,0
Meghan Garcia,22,9,24,10,0,0,0
Meghan Garcia,23,7,35,13,0,0,0
Meghan Garcia,24,8,29,10,0,0,0
Meghan Garcia,25,9,33,11,0,0,0
Meghan Garcia,26,9,35,20,0,0,0
Meghan Garcia,27,7,35,12,0,0,0
Meghan Garcia,28,8,25,19,0,0,0
Meghan Garcia,29,8,36,19,0,0,0
Meghan Garcia,30,7,34,19,0,0,0
Meghan Garcia,31,9,34,8,0,0,0
Meghan Garcia,32,9,42,8,0,0,0
Meghan Garcia,33,9,31,12,0,0,0
Meghan Garcia,34,8,42,5,0,0,0
Meghan Garcia,35,8,36,7,0,0,0
Meghan Garcia,36,9,38,11,0,0,0
Meghan Garcia,37,7,37,5,0,0,0
Meghan Garcia,38,7,32,15,0,0,0
Meghan Garcia,39,9,30,8,0,0,0
Meghan Garcia,40,7,29,10,0,0,0
Meghan Garcia,41,9,37,5,0,0,0
Meghan Garcia,42,8,42,7,0,0,0
Meghan Garcia,43,8,33,12,0,0,0
Meghan Garcia,44,9,28,17,0,0,0
Meghan Garcia,45,9,33,10,0,0,0
Meghan Garcia,46,8,40,19,0,0,0
Meghan Garcia,47,7,34,9,0,0,0
Meghan Garcia,48,8,39,7,0,0,0
Meghan Garcia,49,9,31,13,0,0,0
Meghan Garcia,50,7,30,5,0,0,0
Meghan Garcia,51,9,35,14,0,0,0
Meghan Garcia,52,9,30,9,0,0,0
Meghan Garcia,53,8,40,12,0,0,0
Meghan Garcia,54,7,26,8,0,0,0
Meghan Garcia,55,8,32,19,0,0,0
Meghan Garcia,56,9,33,8,0,0,0
Meghan Garcia,57,9,43,12,0,0,0
Meghan Garcia,58,9,38,16,0,0,0
Meghan Garcia,59,8,31,8,0,0,0
Meghan Garcia,60,7,34,18,0,0,0
Meghan Garcia,61,9,25,18,0,0,0
Meghan Garcia,62,9,38,17,0,0,0
Meghan Garcia,63,7,41,17,0,0,0
Meghan Garcia,64,7,41,15,0,0,0
Meghan Garcia,65,8,33,20,0,0,0
Meghan Garcia,66,8,27,6,0,0,0
Meghan Garcia,67,9,32,11,0,0,0
Meghan Garcia,68,7,23,20,0,0,0
Meghan Garcia,69,9,32,12,0,0,0
Meghan Garcia,70,9,34,15,0,0,0
Meghan Garcia,71,8,32,7,0,0,0
Meghan Garcia,72,9,33,7,0,0,0
Meghan Garcia,73,8,25,18,0,0,0
Meghan Garcia,74,8,23,19,0,0,0
Meghan Garcia,75,8,30,14,0,0,0
Meghan Garcia,76,7,31,13,0,0,0
Meghan Garcia,77,9,42,16,0,0,0
Meghan Garcia,78,9,26,10,0,0,0
Meghan Garcia,79,7,38,16,0,0,0
Meghan Garcia,80,9,26,5,0,0,0
Meghan Garcia,81,8,25,11,0,0,0
Meghan Garcia,82,9,27,15,0,0,0
Meghan Garcia,83,8,30,7,0,0,0
Meghan Garcia,84,9,36,5,0,0,0
Meghan Garcia,85,7,23,14,0,0,0
Meghan Garcia,86,9,32,16,0,0,0
Meghan Garcia,87,7,42,18,0,0,0
Meghan Garcia,88,9,40,18,0,0,0
Meghan Garcia,89,8,27,9,0,0,0
Thomas Gregory,0,7,38,17,0,0,0
Thomas Gregory,1,9,43,17,0,0,0
Thomas Gregory,2,7,36,16,0,0,0
Thomas Gregory,3,7,48,13,0,0,0
Thomas Gregory,4,8,49,9,0,0,0
Thomas Gregory,5,8,52,14,0,0,0
Thomas Gregory,6,7,49,17,0,0,0
Thomas Gregory,7,8,41,9,0,0,0
Thomas Gregory,8,8,53,9,0,0,0
Thomas Gregory,9,7,55,12,0,0,0
Thomas Gregory,10,7,44,12,0,0,0
Thomas Gregory,11,8,38,19,0,0,0
Thomas Gregory,12,8,37,18,0,0,0
Thomas Gregory,13,7,43,5,0,0,0
Thomas Gregory,14,9,40,12,0,0,0
Thomas Gregory,15,9,36,12,0,0,0
Thomas Gregory,16,7,38,8,0,0,0
Thomas Gregory,17,9,39,7,0,0,0
Thomas Gregory,18,7,54,19,0,0,0
Thomas Gregory,19,7,55,7,0,0,0
Thomas Gregory,20,9,55,8,0,0,0
Thomas Gregory,21,7,39,16,0,0,0
Thomas Gregory,22,7,46,9,0,0,0
Thomas Gregory,23,7,48,8,0,0,0
Thomas Gregory,24,7,35,10,0,0,0
Thomas Gregory,25,8,40,10,0,0,0
Thomas Gregory,26,7,50,19,0,0,0
Thomas Gregory,27,8,44,20,0,0,0
Thomas Gregory,28,7,40,5,0,0,0
Thomas Gregory,29,8,51,13,0,0,0
Thomas Gregory,30,7,42,11,0,0,0
Thomas Gregory,31,7,51,12,0,0,0
Thomas Gregory,32,7,54,17,0,0,0
Thomas Gregory,33,8,49,20,0,0,0
Thomas Gregory,34,9,41,14,0,0,0
Thomas Gregory,35,9,45,6,0,0,0
Thomas Gregory,36,8,43,20,0,0,0
Thomas Gregory,37,8,41,11,0,0,0
Thomas Gregory,38,8,37,5,0,0,0
Thomas Gregory,39,7,51,5,0,0,0
Thomas Gregory,40,9,53,10,0,0,0
Thomas Gregory,41,7,45,14,0,0,0
Thomas Gregory,42,9,53,12,0,0,0
Thomas Gregory,43,8,48,18,0,0,0
Thomas Gregory,44,7,53,13,0,0,0
Thomas Gregory,45,9,51,5,0,0,0
Thomas Gregory,46,9,46,15,0,0,0
Thomas Gregory,47,8,43,7,0,0,0
Thomas Gregory,48,8,46,9,0,0,0
Thomas Gregory,49,7,45,6,0,0,0
Thomas Gregory,50,8,46,13,0,0,0
Thomas Gregory,51,8,43,17,0,0,0
Thomas Gregory,52,9,46,20,0,0,0
Thomas Gregory,53,8,42,18,0,0,0
Thomas Gregory,54,8,35,10,0,0,0
Thomas Gregory,55,9,50,8,0,0,0
Thomas Gregory,56,8,46,18,0,0,0
Thomas Gregory,57,8,37,19,0,0,0
Thomas Gregory,58,7,53,11,0,0,0
Thomas Gregory,59,9,55,17,0,0,0
Thomas Gregory,60,9,55,12,0,0,0
Thomas Gregory,61,9,50,18,0,0,0
Thomas Gregory,62,9,51,18,0,0,0
Thomas Gregory,63,8,55,13,0,0,0
Thomas Gregory,64,7,39,18,0,0,0
Thomas Gregory,65,9,36,20,0,0,0
Thomas Gregory,66,9,54,19,0,0,0
Thomas Gregory,67,8,52,19,0,0,0
Thomas Gregory,68,8,42,12,0,0,0
Thomas Gregory,69,7,55,16,0,0,0
Thomas Gregory,70,9,40,8,0,0,0
Thomas Gregory,71,8,53,12,0,0,0
Thomas Gregory,72,9,47,5,0,0,0
Thomas Gregory,73,8,55,19,0,0,0
Thomas Gregory,74,9,49,18,0,0,0
Thomas Gregory,75,9,37,7,0,0,0
Thomas Gregory,76,7,50,5,0,0,0
Thomas Gregory,77,8,48,5,0,0,0
Thomas Gregory,78,7,53,7,0,0,0
Thomas Gregory,79,8,48,16,0,0,0
Thomas Gregory,80,7,49,20,0,0,0
Thomas Gregory,81,1,405,9,1,1,1
Thomas Gregory,82,4,270,7,1,1,1
Thomas Gregory,83,4,270,6,1,1,1
Thomas Gregory,84,0,450,11,1,1,1
Thomas Gregory,85,4,405,17,1,1,1
Thomas Gregory,86,1,270,19,1,1,1
Thomas Gregory,87,3,405,14,1,1,1
Thomas Gregory,88,4,270,18,1,1,1
Thomas Gregory,89,1,450,17,1,1,1
Lisa Allen,0,8,61,9,0,0,0
Lisa Allen,1,8,54,20,0,0,0
Lisa Allen,2,10,46,6,0,0,0
Lisa Allen,3,10,57,19,0,0,0
Lisa Allen,4,9,55,10,0,0,0
Lisa Allen,5,8,45,14,0,0,0
Lisa Allen,6,9,61,11,0,0,0
Lisa Allen,7,8,60,6,0,0,0
Lisa Allen,8,8,48,8,0,0,0
Lisa Allen,9,10,46,7,0,0,0
Lisa Allen,10,10,42,13,0,0,0
Lisa Allen,11,9,49,15,0,0,0
Lisa Allen,12,8,55,9,0,0,0
Lisa Allen,13,9,58,19,0,0,0
Lisa Allen,14,9,41,19,0,0,0
Lisa Allen,15,8,43,16,0,0,0
Lisa Allen,16,8,60,6,0,0,0
Lisa Allen,17,9,51,8,0,0,0
Lisa Allen,18,9,47,13,0,0,0
Lisa Allen,19,8,55,7,0,0,0
Lisa Allen,20,9,43,18,0,0,0
Lisa Allen,21,9,43,7,0,0,0
Lisa Allen,22,10,61,11,0,0,0
Lisa Allen,23,9,52,11,0,0,0
Lisa Allen,24,8,47,20,0,0,0
Lisa Allen,25,10,44,10,0,0,0
Lisa Allen,26,10,41,15,0,0,0
Lisa Allen,27,8,45,11,0,0,0
Lisa Allen,28,9,47,7,0,0,0
Lisa Allen,29,10,56,19,0,0,0
Lisa Allen,30,10,59,16,0,0,0
Lisa Allen,31,8,56,8,0,0,0
Lisa Allen,32,10,50,18,0,0,0
Lisa Allen,33,9,43,6,0,0,0
Lisa Allen,34,10,49,14,0,0,0
Lisa Allen,35,9,49,7,0,0,0
Lisa Allen,36,10,41,5,0,0,0
Lisa Allen,37,9,46,8,0,0,0
Lisa Allen,38,9,58,10,0,0,0
Lisa Allen,39,8,59,5,0,0,0
Lisa Allen,40,9,55,5,0,0,0
Lisa Allen,41,8,58,6,0,0,0
Lisa Allen,42,8,51,15,0,0,0
Lisa Allen,43,9,43,13,0,0,0
Lisa Allen,44,8,50,19,0,0,0
Lisa Allen,45,8,46,18,0,0,0
Lisa Allen,46,8,48,10,0,0,0
Lisa Allen,47,10,60,9,0,0,0
Lisa Allen,48,9,41,6,0,0,0
Lisa Allen,49,9,46,11,0,0,0
Lisa Allen,50,8,42,13,0,0,0
Lisa Allen,51,10,58,19,0,0,0
Lisa Allen,52,8,52,11,0,0,0
Lisa Allen,53,10,60,12,0,0,0
Lisa Allen,54,9,46,9,0,0,0
Lisa Allen,55,9,59,5,0,0,0
Lisa Allen,56,8,42,8,0,0,0
Lisa Allen,57,10,44,9,0,0,0
Lisa Allen,58,10,52,10,0,0,0
Lisa Allen,59,9,52,9,0,0,0
Lisa Allen,60,9,45,7,0,0,0
Lisa Allen,61,8,53,14,0,0,0
Lisa Allen,62,8,60,9,0,0,0
Lisa Allen,63,9,55,12,0,0,0
Lisa Allen,64,8,51,13,0,0,0
Lisa Allen,65,10,43,15,0,0,0
Lisa Allen,66,8,53,13,0,0,0
Lisa Allen,67,9,45,19,0,0,0
Lisa Allen,68,9,57,10,0,0,0
Lisa Allen,69,8,54,9,0,0,0
Lisa Allen,70,8,46,17,0,0,0
Lisa Allen,71,8,49,7,0,0,0
Lisa Allen,72,8,59,12,0,0,0
Lisa Allen,73,9,41,18,0,0,0
Lisa Allen,74,10,50,7,0,0,0
Lisa Allen,75,9,57,10,0,0,0
Lisa Allen,76,9,55,8,0,0,0
Lisa Allen,77,10,59,8,0,0,0
Lisa Allen,78,9,56,19,0,0,0
Lisa Allen,79,10,42,6,0,0,0
Lisa Allen,80,10,50,17,0,0,0
Lisa Allen,81,8,53,20,0,0,0
Lisa Allen,82,10,51,18,0,0,0
Lisa Allen,83,8,59,16,0,0,0
Lisa Allen,84,10,43,10,0,0,0
Lisa Allen,85,10,59,14,0,0,0
Lisa Allen,86,10,41,11,0,0,0
Lisa Allen,87,9,56,5,0,0,0
Lisa Allen,88,8,41,5,0,0,0
Lisa Allen,89,8,60,11,0,0,0
Kenneth Wright,0,8,47,17,0,0,0
Kenneth Wright,1,9,38,20,0,0,0
Kenneth Wright,2,8,43,18,0,0,0
Kenneth Wright,3,10,38,5,0,0,0
Kenneth Wright,4,10,32,14,0,0,0
Kenneth Wright,5,9,45,16,0,0,0
Kenneth Wright,6,8,41,5,0,0,0
Kenneth Wright,7,10,46,5,0,0,0
Kenneth Wright,8,9,43,14,0,0,0
Kenneth Wright,9,9,30,9,0,0,0
Kenneth Wright,10,9,39,16,0,0,0
Kenneth Wright,11,10,49,19,0,0,0
Kenneth Wright,12,9,43,8,0,0,0
Kenneth Wright,13,10,47,8,0,0,0
Kenneth Wright,14,9,29,5,0,0,0
Kenneth Wright,15,9,35,14,0,0,0
Kenneth Wright,16,9,42,19,0,0,0
Kenneth Wright,17,8,49,14,0,0,0
Kenneth Wright,18,9,47,20,0,0,0
Kenneth Wright,19,9,42,10,0,0,0
Kenneth Wright,20,10,36,17,0,0,0
Kenneth Wright,21,8,40,20,0,0,0
Kenneth Wright,22,8,32,13,0,0,0
Kenneth Wright,23,8,35,9,0,0,0
Kenneth Wright,24,8,33,20,0,0,0
Kenneth Wright,25,10,35,9,0,0,0
Kenneth Wright,26,8,35,20,0,0,0
Kenneth Wright,27,10,46,5,0,0,0
Kenneth Wright,28,8,43,11,0,0,0
Kenneth Wright,29,8,34,8,0,0,0
Kenneth Wright,30,10,33,12,0,0,0
Kenneth Wright,31,8,48,16,0,0,0
Kenneth Wright,32,9,48,15,0,0,0
Kenneth Wright,33,10,30,10,0,0,0
Kenneth Wright,34,8,34,17,0,0,0
Kenneth Wright,35,8,49,8,0,0,0
Kenneth Wright,36,10,49,19,0,0,0
Kenneth Wright,37,10,31,6,0,0,0
Kenneth Wright,38,10,38,10,0,0,0
Kenneth Wright,39,8,41,12,0,0,0
Kenneth Wright,40,10,37,16,0,0,0
Kenneth Wright,41,8,39,10,0,0,0
Kenneth Wright,42,10,47,15,0,0,0
Kenneth Wright,43,8,45,9,0,0,0
Kenneth Wright,44,9,42,13,0,0,0
Kenneth Wright,45,8,41,14,0,0,0
Kenneth Wright,46,10,48,11,0,0,0
Kenneth Wright,47,10,39,7,0,0,0
Kenneth Wright,48,9,37,8,0,0,0
Kenneth Wright,49,10,44,12,0,0,0
Kenneth Wright,50,9,45,12,0,0,0
Kenneth Wright,51,9,48,7,0,0,0
Kenneth Wright,52,9,34,10,0,0,0
Kenneth Wright,53,9,38,20,0,0,0
Kenneth Wright,54,9,30,6,0,0,0
Kenneth Wright,55,9,30,15,0,0,0
Kenneth Wright,56,10,42,19,0,0,0
Kenneth Wright,57,10,36,18,0,0,0
Kenneth Wright,58,10,41,10,0,0,0
Kenneth Wright,59,9,46,8,0,0,0
Kenneth Wright,60,8,44,7,0,0,0
Kenneth Wright,61,10,49,12,0,0,0
Kenneth Wright,62,10,32,12,0,0,0
Kenneth Wright,63,8,39,16,0,0,0
Kenneth Wright,64,9,44,16,0,0,0
Kenneth Wright,65,9,42,15,0,0,0
Kenneth Wright,66,10,46,14,0,0,0
Kenneth Wright,67,9,47,16,0,0,0
Kenneth Wright,68,8,46,18,0,0,0
Kenneth Wright,69,8,44,17,0,0,0
Kenneth Wright,70,8,34,9,0,0,0
Kenneth Wright,71,8,30,16,0,0,0
Kenneth Wright,72,8,32,18,0,0,0
Kenneth Wright,73,8,35,18,0,0,0
Kenneth Wright,74,8,37,18,0,0,0
Kenneth Wright,75,9,41,9,0,0,0
Kenneth Wright,76,10,31,11,0,0,0
Kenneth Wright,77,9,49,5,0,0,0
Kenneth Wright,78,8,46,19,0,0,0
Kenneth Wright,79,8,48,8,0,0,0
Kenneth Wright,80,9,38,7,0,0,0
Kenneth Wright,81,2,390,11,1,1,1
Kenneth Wright,82,2,390,18,1,1,1
Kenneth Wright,83,3,390,7,1,1,1
Kenneth Wright,84,0,195,11,1,1,1
Kenneth Wright,85,0,273,7,1,1,1
Kenneth Wright,86,2,312,15,1,1,1
Kenneth Wright,87,1,273,6,1,1,1
Kenneth Wright,88,1,273,9,1,1,1
Kenneth Wright,89,3,273,16,1,1,1
Jessica Davis,0,10,34,18,0,0,0
Jessica Davis,1,9,23,6,0,0,0
Jessica Davis,2,9,29,16,0,0,0
Jessica Davis,3,10,17,16,0,0,0
Jessica Davis,4,11,33,10,0,0,0
Jessica Davis,5,10,25,16,0,0,0
Jessica Davis,6,10,32,14,0,0,0
Jessica Davis,7,10,35,11,0,0,0
Jessica Davis,8,11,17,19,0,0,0
Jessica Davis,9,10,31,15,0,0,0
Jessica Davis,10,11,28,15,0,0,0
Jessica Davis,11,10,18,18,0,0,0
Jessica Davis,12,9,16,13,0,0,0
Jessica Davis,13,11,24,17,0,0,0
Jessica Davis,14,9,24,14,0,0,0
Jessica Davis,15,11,17,6,0,0,0
Jessica Davis,16,10,29,8,0,0,0
Jessica Davis,17,10,32,15,0,0,0
Jessica Davis,18,10,24,11,0,0,0
Jessica Davis,19,9,34,5,0,0,0
Jessica Davis,20,10,34,8,0,0,0
Jessica Davis,21,9,18,11,0,0,0
Jessica Davis,22,10,16,6,0,0,0
Jessica Davis,23,11,27,14,0,0,0
Jessica Davis,24,11,20,5,0,0,0
Jessica Davis,25,10,26,11,0,0,0
Jessica Davis,26,9,30,15,0,0,0
Jessica Davis,27,9,21,14,0,0,0
Jessica Davis,28,11,26,10,0,0,0
Jessica Davis,29,10,17,9,0,0,0
Jessica Davis,30,11,18,13,0,0,0
Jessica Davis,31,10,26,9,0,0,0
Jessica Davis,32,10,27,5,0,0,0
Jessica Davis,33,10,34,9,0,0,0
Jessica Davis,34,9,28,20,0,0,0
Jessica Davis,35,11,27,20,0,0,0
Jessica Davis,36,9,16,19,0,0,0
Jessica Davis,37,11,29,20,0,0,0
Jessica Davis,38,11,19,18,0,0,0
Jessica Davis,39,10,35,12,0,0,0
Jessica Davis,40,11,22,16,0,0,0
Jessica Davis,41,10,22,10,0,0,0
Jessica Davis,42,11,23,7,0,0,0
Jessica Davis,43,9,24,5,0,0,0
Jessica Davis,44,9,31,5,0,0,0
Jessica Davis,45,11,34,19,0,0,0
Jessica Davis,46,9,23,11,0,0,0
Jessica Davis,47,10,34,9,0,0,0
Jessica Davis,48,10,24,11,0,0,0
Jessica Davis,49,11,29,15,0,0,0
Jessica Davis,50,11,30,18,0,0,0
Jessica Davis,51,10,33,6,0,0,0
Jessica Davis,52,11,24,17,0,0,0
Jessica Davis,53,11,16,18,0,0,0
Jessica Davis,54,11,20,20,0,0,0
Jessica Davis,55,9,21,9,0,0,0
Jessica Davis,56,11,22,5,0,0,0
Jessica Davis,57,11,21,9,0,0,0
Jessica Davis,58,9,16,17,0,0,0
Jessica Davis,59,10,32,15,0,0,0
Jessica Davis,60,9,32,9,0,0,0
Jessica Davis,61,11,35,16,0,0,0
Jessica Davis,62,11,28,9,0,0,0
Jessica Davis,63,11,32,7,0,0,0
Jessica Davis,64,10,34,14,0,0,0
Jessica Davis,65,9,32,16,0,0,0
Jessica Davis,66,11,34,18,0,0,0
Jessica Davis,67,10,17,16,0,0,0
Jessica Davis,68,11,34,5,0,0,0
Jessica Davis,69,11,21,12,0,0,0
Jessica Davis,70,9,15,13,0,0,0
Jessica Davis,71,9,15,12,0,0,0
